gene,r
4930524J08Rik,-0.45955035155694546
Col3a1,-0.4308697838792632
Nap1l5,0.4622092714540733
Gnpda1,-0.4378566264564433
Olfr312,-0.4476083209337496
Iqsec2,-0.43960203047657653
Frzb,-0.43406057916515955
Ap1m2,-0.44943528827420776
Itch,0.44023763448163367
Brwd3,-0.44578096149959157
Pgk2,-0.4499564981937518
Scart2,-0.4357440873444065
Atp13a2,0.43733001898038726
Phyhip,-0.4298103432803619
Ptp4a3,-0.4517564113748492
Nars,0.4462547359507588
Sertad2,-0.44851001279277797
Sertad1,-0.4421876168986044
Olfr784,-0.44130235204133916
Fis1,0.4480151659264898
Olfr186,-0.4340719330684194
Palmd,-0.43208124594300745
Edil3,0.4376672823770085
Rap2a,-0.4363301627737662
Gdi2,0.45696061018405026
Mrpl42,0.4309877211597704
Vmn2r13,-0.44396532913462916
A630010A05Rik,-0.4442570393843638
Rras2,-0.44218573361669194
Chadl,-0.43276570961631194
Zfp997,-0.44515185722799877
Atp5k,0.4488032570855428
Gskip,0.4427628469688115
Svs5,-0.44136239294765767
Hdac3,0.4503369947569379
Gm30302,-0.43296305958793724
Zmat4,0.4396907368003532
Vwa3a,-0.45106113356072297
LOC118568653,-0.4557526965808389
Itga3,0.43537688247239165
Rnf32,-0.44069100925213506
Uqcrb,0.448726004355831
Pdyn,-0.4378946481732312
Hsd17b12,0.46166077592281496
Atp8b1,-0.43591476522098305
Fbxw27,-0.43726275205852766
Zfp747,-0.43445358858402783
Gm5347,-0.44136075491244375
Naa20,0.4374761657839846
Btbd10,-0.4359903741546751
Col17a1,-0.44403973444309947
Vmn2r77,-0.44173773957252827
Trex2,-0.4418657717813116
Synb,-0.4334225156809725
Reep5,0.45651514557233835
Hnrnpu,0.43963153426488455
Apbb3,0.444020407690774
Sema4g,0.44233251032808135
Eif4e,0.4424899680063093
Qtrt2,-0.4381923660188778
D5Ertd579e,0.4486627585977036
Mtarc1,-0.43946788099433637
Pdlim1,-0.45571413703609503
Acoxl,-0.44291630908981555
F7,-0.4421591596670882
Aspg,-0.44102063040375816
Zar1,-0.442258214389916
5430401F13Rik,-0.4461246557255246
Btd,-0.4431518705604526
Olfr1212,-0.442412573761111
Traf5,-0.43417763019977895
Spesp1,-0.4339781003384456
LOC118568634,-0.4485407834633891
Meis2,-0.4454395855819386
Acss2,0.46119098587384144
Frem1,-0.43952663659644636
Tcf7l2,0.43796233137846785
Necap2,-0.4347926573990857
Nip7,-0.4343548944644442
Uba5,0.44776796732096463
Vmn2r22,-0.4418851916838655
Zfp40,-0.4421391025513751
Mras,-0.45305128710456943
Drap1,0.4320615068410154
Ogdhl,0.4360682628783031
Myo1h,-0.43237622427142985
Atp8a2,0.45266619281928955
Spam1,-0.44697494724084547
Cdcp3,-0.44547330392179213
Cenpb,-0.45645153466047966
Sema3c,-0.45492948897323415
Shf,-0.4382377808489336
Mast3,-0.43224629780007556
Serpina3b,-0.43929768645870626
Irs3,-0.44162122437687434
Urb1,-0.4452693778677322
Cplx4,-0.44332016543778663
Rusc2,0.43850648673384
Nf1,0.45119468225597437
Tspyl3,-0.4399241195277435
Klhdc2,0.45128134299451644
Olfr1257,-0.43447626722219085
Fndc5,0.4595605770781601
Lnpk,0.4530773832261321
Trim60,-0.4342616566050107
Ptgdr,-0.45078300705655155
Cchcr1,-0.43751981121392924
Misp3,-0.44602483991143344
Abca14,-0.4331898757728915
Nkx3-2,-0.4389631149180591
Actn1,-0.44249877719795594
Acat1,0.45224274592543673
Camp,-0.4381108526768703
Lyrm9,-0.44410802948393535
Yap1,-0.43875295864113434
Vwa5a,-0.44792209729397153
Eya4,-0.4375397714714082
Dntt,-0.4381288229199902
Ccr3,-0.4362036503320429
Drd1,-0.4480089474635361
Tlr4,-0.440205290976645
Olfr1152,-0.4444078324564528
Ndufa11,0.453175649567206
Fndc4,0.4526981046897574
Pcnp,0.43559710694958065
Slc6a6,-0.4459140071401221
Vmn2r89,-0.44339104558093584
Fbxo3,0.45015154755611625
Il34,-0.447227631038153
Clec16a,0.432876320934361
Ccdc171,-0.4417220080070434
Mmp19,-0.43299167458666366
Fubp1,0.43676123377013276
Spock3,0.4296940934606745
Gm35498,-0.4477930631816879
Cdk1,-0.44163973819509056
Dock6,-0.4324832032130862
Il12rb2,-0.4496245026620264
Spata32,-0.4447388788235026
Eef1akmt4,-0.43515191422561356
Mogat1,-0.4406400031245763
Cox5a,0.448353295109443
Ppp2r2a,-0.4401473459112924
Catip,-0.44272735978639677
Duxf3,-0.45594363045432235
Tcerg1,0.43676834799737696
Cdk5r2,-0.44843915796512723
Fam187b,-0.4530088505145507
Nsd1,0.4299572948878733
1700024J04Rik,-0.445126927860365
Alx4,-0.43853913341599415
Saxo1,-0.44813842701138124
Gm36245,-0.44345494711817546
Slc2a3,-0.4464803173168705
Ackr3,-0.43462761241689246
Fam214b,0.4296673722894694
Prss22,-0.44841107568346283
Ldhb,0.43748730330276897
Myt1,0.4326590076427987
H1f0,0.4417369676357552
Urad,-0.45330690421512027
Ahrr,-0.43971299289875887
Stard10,-0.44661798628766114
Amfr,0.44275031214451166
Sparc,0.44801920066449535
Mmp17,-0.43743113691604585
Dmkn,-0.4475263147052246
Hook3,0.4485255756191637
Astn2,0.4509049134982419
Brme1,-0.4426081221898935
Jpt1,-0.4408973276151447
Dlx5,-0.4427976697151009
Clec2j,0.4361716279728925
Ski,-0.4553576298466782
Ubqln5,-0.44387314143772344
Lypd4,-0.4431569048669308
Rps28,0.4483537570191483
Erbb2,-0.43553127214843984
Jsrp1,-0.4451251881760234
Gm4981,-0.44372188292734016
Marveld1,-0.43562267133954125
Scand1,-0.4380508432673249
Penk,-0.43842816649856126
Ncr1,-0.4465983239833289
Dipk2a,-0.4348347289993571
Snx1,0.44863103854112935
Psapl1,-0.44387798224534447
Sod2,0.45066072938262147
Lce1c,-0.4446839855415215
Tcf25,0.44792646478824555
Camta1,0.4538321098663601
Agpat3,0.43889296921883897
Comp,-0.4550749390382043
Evx1,-0.44613830880415056
Pex26,-0.4347016397147115
Snca,-0.442501494131966
Tnks,0.4554773780222152
2700049A03Rik,-0.4503583518220539
Olfr381,-0.447136261736222
Ccn2,-0.44912782118288375
Vwa2,-0.43606173334016524
Prss45,-0.45477327021976355
Cd34,-0.4421548337685491
Cdc42,0.44286206223678737
Hgd,-0.43957302891346944
Car1,-0.4417744439787321
Pkp1,-0.45570853923832644
Rapgef5,-0.44523187757697436
Plk2,-0.4370609004507788
Rbp3,-0.4362651850110528
Vmn2r19,-0.4535677930590241
Rtp2,-0.4412001264313666
Adgra1,0.4379180666072011
Ccdc189,-0.4330657842997066
Chp2,-0.4387297277346671
Rprd1b,0.44050887870966166
Mecom,-0.44391642844168855
Sdr16c6,-0.44385532565530034
Fam83b,-0.432250533050523
Zfp575,-0.4379124846112982
Ctf2,-0.44135272535799924
Tomm7,0.4508998008446628
Igfbp6,-0.4429787243084311
Zfp580,-0.4367208212208413
Prxl2c,-0.4409380955622213
Frmd6,-0.45253531225477345
Slc16a5,-0.45016743410278104
Ubb,0.4509112185592918
Ppp1r13b,0.43726816826984694
Vmn1r25,-0.43961668824196815
Zar1l,-0.4395392170946099
Zbtb2,-0.43921405049801904
Nap1l2,0.44777076590779236
Dtx1,0.4484795869905354
Mpnd,0.44673300795066245
Vmn1r38,-0.43949115877793493
Grin2d,0.44759050993585187
Serpinb6c,-0.45296964428609116
Dcaf17,-0.4383974499627948
Pcbp2,0.4480884341856996
Cryaa,-0.45177075555254337
Hnrnpk,0.4505533542522489
Npm3,-0.44698661132271433
1700001L19Rik,-0.4428630481897639
Rtl9,-0.4425526104603659
Liph,-0.44494951926432685
1700008P02Rik,-0.4492145732310128
Tm9sf5,-0.4375966405859925
1700012B07Rik,-0.43899810994192934
Exosc4,-0.44528322835517914
Krtap16-1,-0.44447660881864687
Nt5c2,0.4490981820547375
Gm35953,-0.4420016654378116
Tshb,-0.4371499840007241
Myod1,-0.4377535696921175
Skint10,-0.4452219525800729
Btg1c,-0.4450941380844194
Asphd2,-0.44298791794944653
Aurka,-0.44298998765131964
Inpp4b,0.4417030179119261
Mark1,-0.44279191801128565
Cfap100,-0.43523678034578517
Ano3,-0.44215259222785236
Caln1,-0.4484513860807132
Glrx3,0.45638359276099166
2310034C09Rik,-0.4321942659764029
Spata2l,-0.4487368555417138
Dyrk2,-0.4428592140161726
Pcdhgc5,-0.44517950865866884
Vmn1r120,-0.439005718028615
Idh3a,0.44239305966624337
Snx18,-0.44409125884321454
Zfp128,-0.44409350377838763
Man1a,-0.4375837379899969
Cstdc5,-0.4430426882745588
Ephx2,-0.44578472573144584
Ghitm,0.4405311326368288
Actn2,-0.44172900303309603
Tmem119,-0.4378071311245718
Dlgap3,-0.44066536468542833
Ankrd12,0.44424608956641876
Sult6b1,-0.44021845237675583
Ubtd2,-0.4347722036499594
Tmem71,-0.442978690790095
Acadsb,0.46439198341616544
Srf,-0.4525669984033597
Ppp2r5a,-0.44901832914946016
Klk1b21,-0.4355922858621386
Rnasel,-0.4459948842580688
Vmn2r114,-0.448333635100429
Klhl21,-0.4451092790684846
Enkd1,-0.4340083745000511
Mtarc2,-0.4339846794840273
Ramp1,-0.4450052004158076
Cisd2,0.4394666075602368
Klf5,-0.4479020026763596
Svop,-0.44269191071928343
Fam83a,-0.43890096976935095
Tmem63b,0.4434036610081993
1110002E22Rik,-0.44113546751664684
Mzt2,0.4393464276552207
Ccdc70,-0.44823773017073915
Kif1a,0.4508133724799973
Cox6a1,0.4351673588192134
Tor2a,-0.4444236856247879
Erf,-0.44966461996606694
Gm32584,-0.4388637019271794
Prdm6,-0.44514359231046013
Ndufa3,0.4458734102997102
Phyh,0.43489081130004925
Cd40,-0.4442397213732116
4930564C03Rik,-0.4429684078832236
Mrpl28,0.444924379863176
Acbd3,0.44604537931131893
Otud1,-0.45021445045789094
Pafah1b2,0.4487550047164034
Cxcl12,-0.44021005980067474
Faim2,0.44801779841219486
Sptbn2,-0.44246639181270586
Cd300c2,-0.43886688428180737
Ndc80,-0.44756695638332983
Agtr2,-0.44284173020376993
Srm,-0.44759898537765735
Hnrnpa3,0.44735450270732435
Spata31d1c,-0.43565178883266703
Reg1,-0.4377120185037053
Dusp6,-0.4446650691365604
Eddm3b,-0.452504791035798
Ier2,-0.43892043416044013
Ttc23l,-0.4475251447535717
Gars,0.43820897411815335
Ddx24,0.4501395047541688
Amh,-0.44243823312800706
Hkdc1,-0.4338817087449231
Cacna1i,-0.4414409674439846
Hspa8,0.45434626148595936
Mfsd9,-0.45655524647100043
Hsd17b2,-0.44994898279712814
Ttll7,0.43850228234484173
Prkaca,0.45543911474252924
Cacnb1,-0.44564316410509025
Cyb561a3,-0.44520061716026255
Sec14l1,-0.4393698293463363
Gm10961,-0.44238946001451473
Gm13420,-0.4541047157546532
Cdk5,0.44232996591903084
Cxcl16,-0.4444741797240719
Oxld1,-0.43499778419115126
App,0.43431515378971386
Tanc1,0.4394290291550103
4930451I11Rik,-0.44717686710291926
Cts7,-0.45097581636271594
Cstad,-0.4487300840917412
Zmiz2,-0.43428213496871076
Nrxn1,0.43548858867120777
Cd27,-0.45068188868002734
Homer1,-0.4457928363161567
Lipe,-0.44336371408059894
Arl4a,-0.443619707104674
Flywch1,0.44416311762389216
Wnt7b,-0.44367965167578555
Bptf,0.43965940411021265
Gata2,-0.4432257022381925
Elapor2,0.4470847541190309
Cuta,0.4410764092721454
Cers3,-0.4474857556995889
Paip1,0.43513902728434156
Cox8a,0.44237428071050877
Man2a2,0.43366413894639766
Zfp142,-0.43032502763863
H1f5,-0.44314219170685215
Zpld2,-0.44470069389395656
Cyp2c38,-0.43157031022333364
Suclg1,0.4447611570552099
Miga2,0.4487080571873813
Glrb,0.4482432210135247
Foxred2,-0.4481556266508083
Nxnl2,-0.44265954063918195
Acot13,0.4371932455647978
Apbb2,0.443808588262558
Malsu1,0.43294297090738787
Prrt2,-0.44335967739828075
Eml2,0.44431804898587746
1700069L16Rik,-0.44339541226116413
Ckmt1,0.4383141995263371
Cds2,0.45101726692022265
Gm9112,-0.4538288480487111
Slc17a2,-0.44927537709881227
Cps1,-0.440534024659042
Spink10,-0.4421153412889686
1700018F24Rik,-0.44508182972265237
Pex10,-0.451140511278567
H2ab1,-0.4344529058593357
Snn,-0.436687492686492
Tspan3,0.44910268277245013
Klhl26,-0.43368977470368897
Gm6034,-0.43640970263308904
Ift20,0.4398166662387791
Vmn1r35,-0.44345962274656014
Arf6,0.44702598567932783
Cd209c,-0.44436115011419774
Cacna1e,-0.4417967562474245
Zfp697,-0.4372481637396589
Gstm2,-0.4425117115943237
Mpp3,-0.4419666093397517
Krt33b,-0.44015975076104275
Olfr569,-0.4481228188009015
Neurod2,-0.44121656876334864
Cfap206,-0.43610787089076436
Cfap65,-0.4435310767993855
Arl9,-0.44601783614993007
Lix1,-0.4430546906781998
Zfp428,-0.43708819338535687
Hnrnpa2b1,0.4453724058564518
Syt16,-0.44764409843799835
Pym1,-0.4431428709405643
Gm10265,-0.43774065390609257
Aig1,0.4387591679112716
Mitd1,-0.4370096547360571
Gm32211,-0.4428646101725108
Ptk7,-0.44408635005113134
Prkcb,-0.44944290693526256
Lhpp,-0.44233001875704514
Vmn2r60,-0.440241354024134
Tmem131,0.44226009394800825
Setd2,-0.45273381367861976
Atn1,-0.4426060890761935
I0C0044D17Rik,-0.4396227931984417
Dpt,-0.44055407370759314
5031439G07Rik,0.4551315781599231
Cfi,-0.45461267878993755
Armc7,-0.4498931867690053
Atxn2l,0.4377021614611604
Fkbp3,0.45015223946637106
Atf6,-0.44722427908040047
Vmn1r124,-0.43973279535012855
Klhl30,-0.435927196681914
9130230L23Rik,-0.43735279337882793
Olfr895,-0.4453466166080772
Gm5485,-0.4471180842014559
Tek,-0.4326442373907693
Chn1,-0.44462262589229706
Tmem47,0.452753072613687
Pwwp4b,-0.43854308971464434
Coro1c,0.4400947678149247
Zfp784,-0.4488140995301374
Retnlb,-0.4527509469045908
Map1a,0.4434019328737395
Sucla2,0.4444075024558687
Islr,-0.4431431941751658
Nlk,-0.43563065901452513
Ttbk2,0.448395906694241
Art2a,-0.4404727740347258
Rap2b,-0.4398879257194716
8030474K03Rik,-0.4368120473328386
Nr4a1,-0.4500484889483631
Fancd2os,-0.44549751217436345
Gbp2b,-0.4482338432779291
Drc1,-0.439241827478381
Sigirr,-0.45066918934396344
Ociad1,0.4477921003428469
Rasgrp3,-0.43836341066427875
Gnl3l,0.4519842652980116
Gm52298,-0.44361488757756107
Vmn1r2,-0.4438845775139744
Oprd1,-0.4422925957273362
S100a9,-0.44703272548739703
Olfr820,-0.4381775046139019
Olfr299,-0.4456495557150646
Selenom,0.4490961150486128
Scarb1,-0.4436282628618379
Bpifb9a,-0.4401619694639366
Rabgap1l,-0.4396043261910793
Obox7,-0.43940546823978544
Sod1,0.44838115046076615
Cenpm,-0.4505619172962649
Tmx2,0.448426862801552
Dcdc2c,-0.44861064770927417
Aldoc,0.4475619246819952
Smim10l1,0.4549424425320174
Slc13a5,-0.4384506941442159
Terb1,-0.4331642903408509
Mnt,-0.44532482419872343
Slco6d1,-0.43975065424037896
Clasp2,0.4370272202703984
Golm2,0.4362195127679298
Rex1bd,-0.44646465740525176
Emx1,-0.44243016553561443
AB124611,-0.44017228491411375
Pitpnc1,0.44612181991491007
Mrtfb,-0.44203141743795815
Kcnc1,0.438736354923419
Morf4l1,0.4501330279330665
Lce1h,-0.44241125602103304
Cebpa,-0.4416531423004912
1810010H24Rik,-0.443048815174936
Zic1,0.43552850117265535
Gm20153,-0.44147894875836446
Rasgef1c,-0.4396623845747123
Mertk,-0.4347871997776288
Pten,-0.44604542336380726
Slc26a5,-0.447528004848441
Timm13,-0.4320754795550051
Ube2s,0.45307346254646086
Olfr1163,-0.43509959183384933
Abhd8,0.44064841190785736
Ube2d3,0.4431999508131182
Slc27a6,-0.44140234616152646
Smad3,-0.444281246949184
Cnnm2,0.44595726891893384
Tspan9,0.4424168395594288
Impdh2,0.44496858813579965
Prss52,-0.43845672811219233
Ccn1,-0.4347954045779707
Susd1,-0.43722179263846866
Chrm1,-0.44706501639229174
Agrp,-0.4473525848712179
Olfr308,-0.43743072331391225
Jhy,-0.4417599229577203
P3h3,-0.4414429055739161
Ctbs,-0.43998378063651983
Zswim6,-0.46520045787866593
2210418O10Rik,0.44667033819294405
Rai14,-0.44246845137227625
Tdp1,-0.4359850323367729
Ripor3,-0.4394488012814451
Ier5,-0.4537547630126633
Olfr877,-0.4447502045354874
Olfr1461,-0.44095029454550866
Mrpl51,0.4441323859098297
Hdac5,0.43726260603520506
Crim1,0.44353538946425497
Dusp18,-0.45112946432028167
Fam189a2,0.4407944807979087
Tcf20,0.45210809775777167
Akap8,0.4489037517805734
Npy,-0.43965499451814644
Sdr39u1,0.4430977119457537
Gigyf1,0.44680112046904624
Crtc1,-0.44601804724128963
Ceacam12,-0.44529495127610463
Tmem178,-0.43374073101734945
H2-M10.4,-0.4430533110112366
Cep78,-0.44336864706192336
Abca2,0.4448571781340538
Gstt1,-0.4436742654393017
Ptgs1,-0.4405830889098539
Chtf18,-0.4423568857614903
Ptges3l,-0.43890058296507384
Eomes,-0.44372959446429544
Siah3,0.44436271527270554
Vmn1r27,-0.4495716987628247
Gm14862,-0.4412190523150948
Cd22,-0.44999328851555664
Tas2r124,-0.4522552951018858
Copa,0.45328750892687775
Prrc1,-0.441630277293156
Cbx4,0.44874881830672103
Zfp78,-0.4396786567638024
Mtmr7,0.43838643747348277
Psg20,-0.4450391713371122
Cpe,0.438867979147422
Esrp1,-0.4383429243978736
Atp2a2,0.4500159326809714
Krt82,-0.4395345800617179
Rnf121,-0.45176308652740166
Lrrtm3,-0.44424809424940687
Acsm5,-0.44713548325451086
Efnb1,-0.44469461406970406
Dzank1,0.4501787472719913
Thy1,0.43702356893435246
Vxn,-0.4394332932134417
Dtx4,-0.43804903804841944
Olfr823,-0.44375269762504893
Fads6,0.4467275524360858
Leprotl1,0.4409939505075742
Actn3,-0.44105166154266134
Atp5h,0.4469407007085752
Itsn1,0.437961931699231
Hmga1,0.44825525249222714
Prss29,-0.4423567849733714
Prpf18,-0.45401817045076515
Cox6c,0.439713132974658
Slc17a6,0.4484362667358302
Egr4,-0.4434893449520687
Srp19,-0.45196112455813436
Cenpp,-0.441692971845897
4921504E06Rik,-0.4511962440930641
Tbr1,-0.44433375214303156
Ccng2,-0.4421775751241748
Chga,0.45276651302572524
Lef1,0.4378389281147644
BC005624,0.4421610378306255
Ndfip1,0.4475959981874266
Col2a1,-0.440161608535729
Ighm,-0.4465785599749326
Olfr1362,-0.4492442971411554
Limk2,0.4408577441898795
Snrk,0.44707751489967706
Syce2,-0.4377446481426341
Bpnt2,0.4471968751327345
Larp1,0.44380182342804453
Zcchc18,0.4496460115939642
St6gal2,-0.4392783010276826
Btbd3,0.4399338860394447
Pla2g7,0.43676129108212286
Tmem245,-0.44418651879691884
Top1,0.4374354802486798
Luc7l2,0.4434960254571298
Rhox3g,-0.45491810267965543
Ankrd24,0.44550138029604053
Cep70,-0.4392550656442057
Spag11a,-0.44007323946353805
Ctag2l1,-0.44572512494291583
Kcnj4,-0.4448010667816211
Hspa4l,0.4457610008832476
Prr7,-0.44697088882899777
Mlana,-0.44435798498595536
Olfr121,-0.4440757137664152
Afg3l2,0.44024719426955133
Cntnap2,0.4394086394886028
Syt6,-0.4439581936094569
Ephb6,-0.43861860302241734
Rapgefl1,-0.4418745735865453
Pgap4,0.4471062189382731
Cdkn1b,0.4395033571299932
Pkig,-0.44911133351986543
Bmp3,-0.4422999850615659
Maged2,0.4476333105258995
Kansl3,0.4419968525675252
Stc1,-0.4447409071282372
Baalc,-0.44327165534524887
Tubgcp2,0.4423141655137274
Plcxd1,-0.441110985242166
Xylt2,0.44196945751419137
Vipr1,-0.4387228386763075
Icam5,-0.43998599146518275
Tex50,-0.44168014047264464
Ifitm5,-0.44657600864296704
Polr2m,0.4464259969923458
Mgmt,-0.44249530214473687
Try4,-0.44310553879892456
Cntfr,0.43996923192335585
Cbarp,0.4469503178844276
Vwf,-0.44223175132805653
Cs,0.44093407042469174
Metap2,0.4456688682153112
Hexim1,0.4380134028865371
Ly75,-0.44123941996412464
H2az1,0.44530775031801106
Olfr380,-0.44222909517299547
Ssh2,-0.44806486444884186
Rnf166,-0.4435235932385731
Nsmf,0.43911517803791883
Eppk1,-0.4372357339136412
Dkk3,-0.44483795670141457
Rbmx2,-0.4421735133120618
Rab15,-0.439130697050161
Farsb,0.440919675154895
Trim8,0.4393326672112077
Gm13199,-0.4402138144808557
Prkcz,-0.44489692355586463
Tesc,-0.4459804929427727
Prss43,-0.43987232288313804
Vsig1,-0.45338338520576765
Rab26,-0.4498063721730969
Cdon,-0.4436384331129346
Rara,-0.4421885603397694
Eif3h,0.43465031255465053
Ndufaf5,0.4457455018490959
Lcn12,-0.4395816754797531
Bri3bp,0.4385236460755056
Mtfr1l,0.44450087639812946
Dbi,0.4466244273335804
Ahsa1,0.44425593164532595
Eef2,0.4448472258158022
Ints8,0.4414911830810057
Vmn2r120,-0.45564313249722466
LacZ,-0.4429768211346633
Ephx4,-0.44096856651038235
Ctsq,-0.448154940989566
Samd5,0.4457018170376822
Rin1,-0.4423738707485673
Klhl2,-0.4454565905658665
Klra16,-0.4428524305444001
Cxcr5,-0.4432610965812957
Zscan5b,-0.44693679051763097
Ryr1,-0.45244236633436424
Cyp2d40,-0.4410556915560375
Nrbp1,0.4516288306543901
Ppm1g,0.4425655073127752
Fsbp,-0.4449673280072192
Adam8,-0.44543760385552356
Actbl2,-0.44731511121534523
Cdhr3,-0.4430984258859492
Ciart,-0.4434702049737473
Hspa9,0.4436132167330578
Jcad,-0.4387973994379716
Bpifb5,-0.44273300413848005
R3hdm4,-0.44734741961646424
Dipk1b,0.44591675333049585
H2al1n,-0.4476882706845258
Glud1,0.45267201856658235
P2ry10b,-0.44939332596947257
Chil6,-0.44450279658526404
1500009C09Rik,0.4425134207137159
Pkmyt1,-0.4506387585536793
Srsf12,-0.4420124320260413
Dennd11,-0.44453790652694614
Zfyve28,-0.44958939899075473
Cd14,-0.440640288967199
Idh3b,0.44270610887214906
Srpx2,-0.44601307194313816
Cdkn1a,-0.4414270284984119
Prelid3a,-0.44622630808555247
Atp5md,0.44237908935005005
Epn2,-0.4475732982377128
Mark2,-0.44260473345294365
Pxdn,-0.44149914490108144
Rpl38,0.442197255523486
Ndufa13,0.4466679848002413
Ndufa10,0.443308768299223
Kctd1,-0.4467068828788292
Cap2,-0.43544058386282386
Samd12,-0.4457727779067203
Olfr847,-0.4377687097469189
Slc25a4,0.4425089684931002
Panx1,-0.44097638851307996
Dpysl3,0.4497953406595596
Pycr2,-0.44879031401456554
Meig1,-0.44440594709867653
Hmg20a,0.4547156997343971
Sh2d2a,-0.44746083544007437
Cdk16,0.4503601293100555
Cplx2,-0.4420651436016595
Aplp2,0.4471599608556309
Tnrc6a,0.44108586877035383
Gm46272,-0.4464199199850359
Ank1,0.4414527334234009
Cacng3,-0.4440826457491127
Cdc42ep3,-0.45111815287304224
Peg3,0.4514901825707558
Kif2b,-0.4429871277704414
Akap5,-0.44731148607878946
Plcb4,0.44426761351008465
Bcar3,-0.4425444457877892
Lrrn2,0.4451067313352445
Atp6ap2,0.44783040565446813
P2ry12,-0.4529036424754733
Sema5b,-0.43796829549230515
Bcat1,0.45023836326244115
Kif17,-0.44705218923113127
Nol3,-0.44411026071149295
Tnfrsf9,-0.44950798546183995
Rnf169,-0.4437525745055581
Pdk1,-0.4437288480157427
Vmn2r16,-0.4452514838448372
Stard3nl,-0.45576385449273127
Ldha,-0.4459654318781241
Fnta,0.4473322119772398
1700003F12Rik,-0.45310573967601736
Slc16a7,-0.44742688009746556
Golga3,0.4470793388714447
Lonp1,0.4450009933082623
Csde1,0.4526052783224778
Rasl10a,-0.44855585484774385
Rragd,-0.4436477310317417
Pdzd9,-0.4465483629426631
Mtcl1,-0.43685304686188947
Coro6,0.44383067011888666
Nrgn,-0.4468509339251526
Sycp2l,-0.44367520990821124
Arpp21,-0.4545377355215584
Gm32234,-0.4581057819728084
Taf8,-0.44596397422930545
Dnm1l,0.45037034472428317
Acsl6,0.44578925593980856
Rpl10l,-0.4448500651659712
Serpinb8,-0.4444307095067071
Tmem184a,-0.44532001469514215
4930438A08Rik,-0.43932033569148754
Arfgef3,-0.4461299146383462
4930469K13Rik,-0.44318496850389055
Ndufb1,0.44103474981428414
Cltb,0.4479626519465971
Tns3,-0.4431851940195294
Slc5a11,-0.442565034488479
Satb2,-0.4465679784567797
Hspa12a,0.44449836239265206
Fryl,0.4464026594372045
Tigd3,-0.4453050923794181
Cox4i1,0.44356089624542494
Pcx,0.43647831587585223
Gm42517,-0.4414837207101794
Fcer1a,-0.44264193319464795
Apol9a,-0.44191508440457783
Fads2b,-0.44850931875746136
Gm10439,-0.44505112407764014
Stk17b,-0.44580012344704334
Amz1,-0.44283115915464927
Atad2,-0.4368884683823823
Ccl27a,-0.4438500462514593
Pde8b,-0.4452217996351708
Map7d2,0.4524624168223436
Luc7l3,0.44602101397317123
Trem1,-0.4499484656719544
Ttll2,-0.4404226175198835
Neurog2,-0.4489996703169638
Gpr162,0.44267948279082375
Ttbk1,0.43958960925781293
Robo2,-0.44617952884068546
Slc35a4,-0.44173197080631676
B3gnt3,-0.44908436567057647
Gpc1,0.4447510409449997
Ccdc3,-0.44607574029968683
Kbtbd11,-0.44053985638102217
Atp5d,0.4418039379075914
Fn3k,0.4446927614915379
Rnf144a,-0.4474271013426013
Arhgap33,-0.44692807644071875
Pcyt2,0.4459872700626733
Cntn1,0.4421666545535131
Defb5,-0.44640620748165427
Lmo4,-0.43966793169473783
Glo1,0.4426982102395054
Hsp90aa1,0.45004443412308603
Pah,-0.4478697165244185
Cep164,-0.44729007386378294
Tiam2,-0.4486166469300415
Hgf,-0.44643570514478553
Myef2,0.4485493704018957
Csmd2,-0.4442279993209606
Sptbn1,0.44044117072635264
Hsfy2,-0.4419836791810887
Pla2g3,-0.447085712131553
Gm3893,-0.44140500423554996
Slc25a3,0.4456099235036513
Ptms,-0.44628465559462144
Zfyve26,-0.4372323426068459
Gucy2g,-0.44654791026822643
Cend1,0.44871895947507695
Olfr544,-0.4430805749762682
Ptgds,0.44401139916775784
Kcnc2,0.44873566294853906
Shq1,-0.4425537580487504
Gm34733,-0.45111695709815874
Capn2,0.442755929231336
Otulinl,-0.44654212078821587
Got1,0.44175034676997105
Ptgs2,-0.44741536577877267
Gm51579,-0.45107512224908686
Ccdc88c,-0.4453153151669208
Wnt10b,-0.43996396998135007
Sparcl1,0.4516280540163126
Tafa1,-0.44586836642464994
Rundc1,-0.44591325924305286
Gm20815,-0.44175691495124947
Tfpi,-0.4452240910802338
Wdfy3,0.4429408873926243
Ddx25,0.44908842955386086
Itpka,-0.44409450213801605
Ptbp1,-0.4441898888916156
Srsf1,0.4423339915353227
Galnt17,0.4434715138754749
Rpl28,0.4374255135107891
Klf12,0.44485034120636885
Rapgef4,-0.44779464234448163
Ndufs2,0.44599091057435214
Nrip3,0.4413923924916784
Plrg1,-0.44549654325919164
Rusc1,0.4462877865163617
Dlc1,-0.44485922679637924
Eml5,-0.44660376625284814
Serpinb9f,-0.45474321704444354
Lcn6,-0.44437018117733657
Ttc19,0.44052448805842304
AW549877,0.445921292602045
Krt36,-0.44782170306811947
Cby3,-0.45073843748923115
Smim22,-0.442958051310795
Tma16,-0.44023581475599616
Dhrs9,-0.44729100463171534
Trabd2b,-0.4455309886197775
Nr1d2,0.44863625277582747
Angptl6,-0.44340022305966365
Apoo,0.45350120779707453
Slc9a9,-0.4418610544364458
Dact3,-0.4427069312993016
Blnk,-0.45001538255206525
Atoh1,-0.44646111351436574
